,location,total_sqft,bath,balcony,bhk,price
499,Gottigere,1222.0,2.0,1.0,2,63.0
500,Tumkur Road,1779.0,3.0,2.0,3,112.0
501,Haralur Road,1056.0,2.0,1.0,2,61.0
502,7th Phase JP Nagar,1100.0,2.0,0.0,2,46.0
503,Arekere,920.0,2.0,1.0,2,40.0
504,Padmanabhanagar,1176.0,2.0,0.0,2,62.0
505,other,1352.0,3.0,0.0,3,135.0
506,Kasavanhalli,1717.0,3.0,3.0,3,99.0
507,Vittasandra,1246.0,2.0,1.0,2,67.3
508,Anandapura,1141.0,2.0,1.0,2,42.79
509,Hennur Road,1157.0,2.0,1.0,2,84.0
510,Chandapura,1025.0,2.0,2.0,2,27.68
511,Yelahanka New Town,650.0,1.0,2.0,1,33.0
512,Hebbal,1349.0,2.0,1.0,2,98.0
513,Varthur,1091.0,2.0,1.0,2,34.9
514,Rachenahalli,3670.0,4.0,3.0,4,300.0
515,7th Phase JP Nagar,918.0,2.0,1.0,2,50.49
516,Yelahanka,1705.0,3.0,2.0,3,95.0
517,Kanakpura Road,525.0,1.0,1.0,1,30.0
518,Whitefield,1447.0,2.0,1.0,2,83.0
519,7th Phase JP Nagar,1450.0,2.0,1.0,3,100.0
520,Vasanthapura,1022.0,2.0,2.0,2,40.0
521,Hebbal,1000.0,2.0,2.0,2,45.0
522,Electronic City,1128.0,2.0,1.0,2,68.75
523,Nagarbhavi,1200.0,2.0,1.0,2,150.0
524,other,3761.0,3.0,2.0,3,660.0
525,Kanakpura Road,1339.0,2.0,3.0,2,75.0
526,7th Phase JP Nagar,1040.0,2.0,1.0,2,39.52
527,Kadugodi,1198.0,2.0,2.0,2,58.0
528,Sarjapur  Road,1691.0,3.0,2.0,3,113.0
529,1st Block Jayanagar,1630.0,3.0,2.0,3,194.0
530,Bannerghatta Road,1122.5,2.0,0.0,2,58.935
531,Brookefield,1142.0,2.0,2.0,2,70.0
532,other,1976.0,3.0,1.0,3,184.0
533,Kothannur,1853.0,3.0,2.0,3,82.0
534,Kasturi Nagar,1567.0,2.0,2.0,2,92.0
535,Talaghattapura,1090.0,2.0,1.0,2,27.24
536,other,2400.0,4.0,1.0,4,640.0
537,Subramanyapura,1200.0,2.0,2.0,2,52.0
538,Kodichikkanahalli,995.0,2.0,1.0,2,41.0
539,Magadi Road,884.0,2.0,1.0,2,41.1
540,KR Puram,1225.0,2.0,1.0,2,46.55
541,Electronic City,1342.0,2.0,1.0,2,73.3
542,Uttarahalli,1345.0,2.0,1.0,2,67.0
543,Kodigehaali,1320.0,3.0,0.0,3,65.0
544,Raja Rajeshwari Nagar,1140.0,2.0,1.0,2,49.39
545,Battarahalli,1300.0,2.0,1.0,2,50.0
546,Hosa Road,1652.0,3.0,2.0,3,85.0
547,Electronic City,1360.0,2.0,1.0,3,71.0
548,Sarjapur  Road,1278.0,2.0,2.0,2,95.0
549,Electronic City Phase II,630.0,1.0,1.0,1,40.0
550,other,1200.0,3.0,0.0,3,95.0
551,Chandapura,582.5,1.0,0.0,1,15.135
552,Hosur Road,3300.0,5.0,2.0,5,240.0
553,Basaveshwara Nagar,4500.0,5.0,1.0,5,415.0
554,Gunjur,1356.0,2.0,3.0,3,66.0
555,Ramamurthy Nagar,1050.0,2.0,0.0,2,37.0
556,7th Phase JP Nagar,1070.0,2.0,1.0,2,42.79
557,Varthur,1385.0,2.0,3.0,2,80.0
558,Varthur,1000.0,1.0,1.0,1,70.0
559,Whitefield,1897.0,3.0,2.0,3,130.0
560,Magadi Road,1005.0,2.0,1.0,2,55.78
561,Green Glen Layout,1575.0,3.0,2.0,3,125.0
562,Subramanyapura,975.0,2.0,1.0,2,65.0
563,Hennur Road,1904.0,3.0,2.0,3,120.0
564,Kengeri Satellite Town,930.0,1.0,1.0,1,30.0
565,Kanakpura Road,525.0,1.0,1.0,1,26.0
566,other,686.0,1.0,1.0,1,17.0
567,Electronic City Phase II,2400.0,3.0,1.0,2,150.0
568,other,1410.0,1.0,0.0,2,233.0
569,Sarjapur  Road,2238.0,3.0,1.0,3,140.0
570,Harlur,1174.0,2.0,1.0,2,69.0
571,Thubarahalli,3800.0,4.0,3.0,4,239.0
572,Whitefield,2225.0,2.0,1.0,3,125.0
573,other,1250.0,2.0,0.0,2,200.0
574,Jigani,918.0,2.0,2.0,2,52.0
575,Mahadevpura,1250.0,2.0,3.0,2,52.0
576,Marathahalli,1170.0,2.0,3.0,2,53.0
577,other,1300.0,1.0,0.0,1,200.0
578,Bannerghatta Road,793.0,2.0,1.0,2,45.0
579,Jakkur,1710.0,3.0,2.0,3,107.0
580,Kambipura,1082.0,2.0,1.0,3,57.5
581,Bellandur,4239.0,5.0,2.0,5,423.0
582,Konanakunte,884.0,1.0,0.0,2,58.0
583,Hosa Road,1045.0,2.0,1.0,2,98.89
584,Marathahalli,1019.0,2.0,2.0,2,49.86
585,Ambedkar Nagar,1935.0,4.0,2.0,3,130.0
586,Lakshminarayana Pura,1680.0,3.0,2.0,3,150.0
587,Hebbal,2470.0,5.0,2.0,4,247.0
588,Hosakerehalli,2480.0,3.0,1.0,3,330.0
589,Ramamurthy Nagar,1800.0,4.0,3.0,5,187.0
590,Attibele,400.0,1.0,1.0,1,11.0
591,Kundalahalli,1047.0,2.0,1.0,2,82.0
592,other,1282.0,2.0,2.0,2,87.0
593,NGR Layout,1020.0,2.0,1.0,2,45.9
594,Kasavanhalli,3260.0,4.0,1.0,4,240.0
595,Koramangala,3500.0,5.0,2.0,4,425.0
596,other,1500.0,2.0,2.0,3,95.0
597,Sahakara Nagar,1500.0,2.0,2.0,3,95.0
598,Hosa Road,1639.0,3.0,1.0,3,80.0
599,Raja Rajeshwari Nagar,1303.0,2.0,2.0,2,55.79
600,Koramangala,1005.0,1.0,1.0,2,110.0
601,Kammasandra,657.5,1.0,0.0,1,18.41
602,other,1300.0,1.0,1.0,2,115.0
603,Seegehalli,901.0,2.0,1.0,2,35.14
604,Sarjapur,900.0,2.0,1.0,3,42.0
605,BEML Layout,1060.0,2.0,1.0,2,55.0
606,NGR Layout,1020.0,2.0,1.0,2,48.45
607,Varthur,1535.0,3.0,2.0,3,65.99
608,other,530.0,1.0,1.0,1,20.0
609,Uttarahalli,1175.0,2.0,2.0,2,47.0
610,Ramamurthy Nagar,1640.0,4.0,3.0,5,240.0
611,Giri Nagar,650.0,2.0,0.0,2,42.0
612,Marathahalli,1325.0,2.0,2.0,2,71.55
613,Jakkur,1396.0,2.0,1.0,3,86.51
614,Rachenahalli,1050.0,2.0,2.0,2,52.07
615,Thanisandra,1825.0,3.0,2.0,3,100.0
616,7th Phase JP Nagar,1190.0,2.0,1.0,2,49.98
617,Marathahalli,1220.0,2.0,1.0,2,56.5
618,Hennur Road,1891.0,3.0,1.0,3,109.0
619,Hosa Road,1161.0,2.0,1.0,2,55.15
620,Sarjapur,649.5,1.0,0.0,1,17.535
621,Yeshwanthpur,665.0,1.0,1.0,1,36.85
622,Mysore Road,1175.0,2.0,1.0,2,73.5
623,Hoodi,1425.0,2.0,2.0,2,80.0
624,Chikkabanavar,1200.0,1.0,0.0,1,20.0
625,ITPL,1200.0,3.0,1.0,3,56.12
626,Somasundara Palya,1255.0,2.0,2.0,2,67.0
627,Hegde Nagar,2112.95,4.0,2.0,3,145.0
628,Raja Rajeshwari Nagar,600.0,1.0,1.0,1,22.0
629,Haralur Road,1810.0,3.0,2.0,3,100.0
630,Indira Nagar,1200.0,2.0,2.0,2,93.0
631,Harlur,1033.0,2.0,2.0,2,49.0
632,ITPL,1548.0,3.0,2.0,3,89.5
633,Margondanahalli,2400.0,2.0,1.0,2,82.0
634,Pattandur Agrahara,1025.0,2.0,1.0,2,44.5
635,5th Phase JP Nagar,1256.0,2.0,1.0,2,62.8
636,Whitefield,2268.0,3.0,2.0,4,163.0
637,Attibele,400.0,1.0,1.0,1,12.0
638,Chandapura,1400.0,2.0,0.0,2,60.0
639,Sahakara Nagar,1100.0,2.0,1.0,2,56.0
640,Horamavu Banaswadi,1460.0,2.0,1.0,2,80.5
641,Rachenahalli,1530.0,2.0,2.0,3,74.5
642,HSR Layout,1467.0,2.0,1.0,2,55.0
643,other,950.0,1.0,1.0,1,40.0
644,Vittasandra,1246.0,2.0,1.0,2,64.5
645,Kanakapura,711.0,1.0,1.0,1,38.0
646,Haralur Road,1194.0,2.0,2.0,2,46.0
647,Hoodi,1420.0,2.0,2.0,2,75.0
648,Kathriguppe,1250.0,2.0,1.0,3,68.75
649,other,1215.0,4.0,3.0,4,205.0
650,other,3968.0,5.0,2.0,6,900.0
651,Rachenahalli,1050.0,2.0,2.0,2,55.5
652,Iblur Village,3235.0,3.0,1.0,3,235.0
653,HSR Layout,1140.0,2.0,2.0,2,46.0
654,7th Phase JP Nagar,1500.0,3.0,1.0,3,170.0
655,Horamavu Agara,1560.0,3.0,2.0,3,75.0
656,JP Nagar,1100.0,2.0,2.0,2,70.0
657,Hebbal,1036.0,2.0,1.0,2,50.0
658,Akshaya Nagar,1662.0,3.0,3.0,3,85.1
659,Yelachenahalli,1464.0,2.0,3.0,3,105.0
660,Yelahanka,1234.0,2.0,2.0,2,80.0
661,Hebbal,3900.0,4.0,2.0,4,410.0
662,Kanakapura,929.0,2.0,1.0,2,46.0
663,Vasanthapura,1135.0,2.0,1.0,2,39.73
664,Kanakpura Road,1290.0,2.0,3.0,2,74.0
665,other,1480.0,3.0,2.0,3,90.0
666,Banashankari,1470.0,2.0,1.0,3,88.64
667,Ananth Nagar,500.0,1.0,1.0,1,14.0
668,other,720.0,2.0,1.0,2,120.0
669,other,1200.0,4.0,0.0,4,135.0
670,Jigani,918.0,2.0,2.0,2,48.0
671,other,1500.0,3.0,2.0,3,115.0
672,Yelahanka,1315.0,2.0,2.0,2,85.0
673,Uttarahalli,1390.0,2.0,2.0,3,62.55
674,Uttarahalli,1330.0,2.0,1.0,3,56.0
675,other,1824.0,3.0,3.0,3,125.0
676,7th Phase JP Nagar,1420.0,2.0,2.0,3,96.0
677,other,750.0,1.0,0.0,1,56.25
678,Jalahalli East,1260.0,2.0,1.0,3,60.0
679,Hennur Road,1561.0,3.0,2.0,3,95.0
680,Haralur Road,1225.0,2.0,1.0,2,67.38
681,Thanisandra,2144.0,3.0,2.0,3,135.0
682,Hoodi,1639.0,3.0,2.0,3,110.0
683,Thanisandra,1240.0,2.0,1.0,3,62.0
684,Haralur Road,1243.0,2.0,1.0,2,46.0
685,Haralur Road,1027.0,2.0,2.0,2,44.0
686,Kambipura,1082.0,2.0,1.0,3,56.0
687,Konanakunte,1637.0,3.0,3.0,3,73.0
688,Electronic City,1691.0,2.0,2.0,3,102.0
689,Hosakerehalli,3205.0,5.0,1.0,4,380.0
690,Kammanahalli,1666.0,4.0,1.0,5,150.0
691,Choodasandra,1115.0,2.0,2.0,2,50.0
692,Mysore Road,1070.0,2.0,1.0,2,45.0
693,Indira Nagar,1128.0,2.0,2.0,2,105.0
694,Mahadevpura,1192.0,2.0,2.0,2,75.0
695,Haralur Road,1920.0,3.0,1.0,3,115.0
696,Hennur,1255.0,2.0,1.0,2,52.32
697,Rajaji Nagar,1357.0,2.0,1.0,2,115.0
698,Whitefield,2400.0,4.0,3.0,4,200.0
699,Thanisandra,1093.0,2.0,2.0,2,70.0
700,Basaveshwara Nagar,1865.0,3.0,3.0,3,145.0
701,Kaikondrahalli,1039.0,2.0,2.0,2,80.0
702,Vittasandra,1246.0,2.0,1.0,2,64.5
703,other,4000.0,4.0,2.0,4,675.0
704,Electronic City Phase II,775.0,2.0,2.0,2,38.0
705,Hebbal Kempapura,1800.0,3.0,2.0,3,175.0
706,Bommasandra,1035.0,2.0,1.0,2,41.0
707,Dasarahalli,1520.0,2.0,1.0,3,75.0
708,Whitefield,1360.0,2.0,1.0,2,95.0
709,Kodigehaali,1117.0,2.0,2.0,2,56.0
710,KR Puram,1200.0,4.0,3.0,4,120.0
711,EPIP Zone,1330.0,2.0,1.0,2,92.5
712,Marathahalli,1937.0,3.0,2.0,3,160.0
713,Electronic City,1128.0,2.0,1.0,2,65.49
714,Neeladri Nagar,1053.0,2.0,1.0,2,45.0
715,Panathur,1198.0,2.0,1.0,2,77.0
716,Marathahalli,1152.0,2.0,1.0,2,56.0
717,Frazer Town,1625.0,2.0,1.0,2,75.0
718,Kundalahalli,1397.0,3.0,3.0,3,105.0
719,Yeshwanthpur,1523.0,3.0,3.0,3,170.0
720,Kambipura,883.0,2.0,1.0,2,45.0
721,Kaggalipura,700.0,1.0,0.0,1,38.0
722,Yelahanka,1170.0,2.0,1.0,2,62.5
723,other,2400.0,3.0,2.0,3,170.0
724,Akshaya Nagar,1897.0,3.0,2.0,3,120.0
725,Rachenahalli,996.0,2.0,1.0,2,67.0
726,Haralur Road,1875.0,3.0,2.0,3,110.0
727,other,1500.0,2.0,2.0,3,98.0
728,other,3095.0,3.0,3.0,3,350.0
729,Ambalipura,1390.0,2.0,1.0,3,175.0
730,Yelahanka,697.0,1.0,0.0,1,45.0
731,Sarjapur  Road,710.0,1.0,1.0,1,27.0
732,Sompura,1025.0,2.0,1.0,3,48.0
733,Magadi Road,1000.0,2.0,0.0,2,46.5
734,Sarjapur  Road,3335.0,5.0,2.0,4,300.0
735,Bellandur,1281.0,2.0,1.0,2,74.0
736,Cooke Town,565.0,1.0,1.0,1,35.0
737,Varthur,1024.0,2.0,2.0,2,42.0
738,Banashankari,1300.0,2.0,2.0,3,75.0
739,Doddakallasandra,1233.0,2.0,2.0,2,43.0
740,other,1200.0,1.0,1.0,1,28.0
741,Hosur Road,1510.0,2.0,1.0,3,105.0
742,Kaggalipura,950.0,2.0,1.0,2,65.0
743,Battarahalli,1945.0,3.0,2.0,3,97.42
744,Uttarahalli,1008.0,2.0,3.0,2,45.0
745,Thanisandra,1265.0,2.0,1.0,3,79.0
746,Hebbal,1255.0,2.0,1.0,3,77.68
747,Yelenahalli,1200.0,2.0,2.0,2,46.17
748,Kudlu Gate,1535.0,3.0,2.0,3,85.0
749,other,1500.0,3.0,3.0,3,100.0
750,Chamrajpet,1475.0,2.0,2.0,3,120.0
751,Uttarahalli,1390.0,2.0,2.0,3,60.47
752,Raja Rajeshwari Nagar,1278.0,2.0,1.0,3,53.76
753,Kogilu,1170.0,2.0,1.0,2,51.99
754,Sahakara Nagar,1200.0,3.0,3.0,3,200.0
755,Whitefield,1697.0,3.0,2.0,3,94.79
756,Thanisandra,1651.0,3.0,3.0,3,97.38
757,other,1560.0,3.0,1.0,3,188.0
758,OMBR Layout,1078.0,2.0,3.0,2,65.0
759,Kasavanhalli,1349.0,2.0,2.0,2,78.0
760,7th Phase JP Nagar,1680.0,3.0,2.0,3,120.0
761,Rayasandra,1314.0,2.0,2.0,3,63.0
762,Garudachar Palya,1060.0,2.0,1.0,2,48.7
763,Kalyan nagar,820.0,2.0,0.0,2,39.0
764,Whitefield,5000.0,4.0,3.0,4,400.0
765,ITPL,1200.0,3.0,1.0,3,68.4
766,Yelahanka New Town,500.0,1.0,1.0,1,20.0
767,other,485.0,1.0,1.0,1,15.0
768,7th Phase JP Nagar,1050.0,2.0,1.0,2,42.0
769,Devanahalli,1408.0,2.0,2.0,2,85.0
770,Uttarahalli,1150.0,2.0,1.0,2,49.0
771,Akshaya Nagar,1410.0,2.0,2.0,3,75.0
772,Kaggadasapura,2150.0,4.0,1.0,4,100.0
773,Koramangala,2292.0,4.0,1.0,3,275.0
774,Ramamurthy Nagar,1040.0,2.0,2.0,2,50.0
775,TC Palaya,1240.0,2.0,1.0,2,60.0
776,Lakshminarayana Pura,1180.0,2.0,2.0,2,75.0
777,Abbigere,2200.0,6.0,2.0,6,68.0
778,Bannerghatta Road,1400.0,2.0,2.0,2,78.0
779,Raja Rajeshwari Nagar,500.0,1.0,1.0,1,25.0
780,Whitefield,4800.0,4.0,3.0,4,525.0
781,Sarjapur  Road,1984.0,4.0,1.0,3,146.0
782,Whitefield,3000.0,5.0,3.0,4,250.0
783,Garudachar Palya,1960.0,3.0,3.0,3,160.0
784,Whitefield,1700.0,3.0,2.0,3,115.0
785,Tumkur Road,1586.0,3.0,1.0,3,100.0
786,Chikka Tirupathi,2325.0,4.0,1.0,4,120.0
787,Yelahanka,1120.0,2.0,2.0,2,55.0
788,Sarjapur  Road,1128.0,2.0,2.0,2,59.0
789,Jigani,924.0,2.0,2.0,2,65.0
790,Pai Layout,1006.0,2.0,2.0,2,35.0
791,Amruthahalli,1200.0,2.0,2.0,2,55.0
792,other,1200.0,3.0,1.0,3,130.0
793,Kannamangala,957.0,2.0,1.0,2,56.0
794,other,1050.0,2.0,1.0,2,67.0
795,Whitefield,2842.0,3.0,2.0,3,162.0
796,Electronics City Phase 1,630.0,1.0,1.0,1,39.0
797,Kanakpura Road,1542.0,2.0,3.0,3,85.0
798,Haralur Road,2750.0,4.0,0.0,4,220.0
799,Iblur Village,3596.0,5.0,1.0,4,290.0
800,Mysore Road,1239.0,2.0,1.0,2,53.0
801,Haralur Road,1194.0,2.0,2.0,2,47.0
802,other,1596.0,3.0,1.0,3,105.0
803,Channasandra,1009.0,2.0,1.0,2,38.34
804,Hosa Road,1726.0,3.0,2.0,3,81.99
805,Kudlu Gate,1535.0,3.0,2.0,3,86.0
806,Banashankari Stage V,1300.0,2.0,1.0,3,58.5
807,Whitefield,3100.0,4.0,2.0,4,465.0
808,Binny Pete,665.0,1.0,0.0,1,50.75
809,Chamrajpet,4050.0,7.0,1.0,9,1200.0
810,TC Palaya,1500.0,2.0,1.0,3,100.0
811,Begur,1419.0,2.0,2.0,3,59.0
812,Kasavanhalli,1121.0,2.0,2.0,2,78.0
813,KR Puram,1100.0,2.0,1.0,2,47.0
814,Old Airport Road,1206.0,2.0,3.0,2,75.0
815,Rachenahalli,680.0,1.0,1.0,1,44.0
816,Hebbal,1355.0,3.0,1.0,3,83.87
817,Electronic City,1070.0,2.0,1.0,2,56.1
818,other,1200.0,3.0,1.0,3,85.0
819,Electronic City,2000.0,4.0,0.0,4,120.0
820,Bommanahalli,1200.0,2.0,2.0,2,40.0
821,Marathahalli,1610.0,3.0,1.0,3,90.0
822,Haralur Road,1140.0,2.0,2.0,2,43.0
823,Raja Rajeshwari Nagar,1143.0,2.0,2.0,2,38.65
824,Rachenahalli,1530.0,2.0,2.0,3,74.4
825,7th Phase JP Nagar,980.0,2.0,2.0,2,69.0
826,Whitefield,1500.0,3.0,1.0,3,130.0
827,Whitefield,1280.0,2.0,1.0,2,75.0
828,Thanisandra,1265.0,2.0,2.0,2,85.0
829,JP Nagar,940.0,2.0,1.0,2,49.0
830,other,1515.0,3.0,3.0,3,88.0
831,Jigani,1300.0,3.0,3.0,3,150.0
832,Electronic City,890.0,2.0,2.0,2,45.0
833,Hennur Road,2060.0,3.0,1.0,3,149.0
834,Bommanahalli,1730.0,3.0,1.0,3,96.0
835,Yelahanka,2195.0,4.0,2.0,3,127.0
836,Kathriguppe,1650.0,3.0,2.0,3,125.0
837,KR Puram,1200.0,2.0,0.0,2,71.0
838,Hosa Road,1079.0,2.0,1.0,2,32.37
839,Panathur,1085.0,2.0,1.0,2,36.0
840,Thubarahalli,1200.0,2.0,2.0,2,78.0
841,Hoodi,1639.0,3.0,1.0,3,98.32
842,Old Madras Road,935.0,2.0,1.0,2,32.72
843,other,510.0,1.0,1.0,1,25.25
844,2nd Phase Judicial Layout,1450.0,2.0,1.0,3,50.75
845,BEML Layout,999.0,2.0,3.0,2,45.0
846,Kothannur,1100.0,2.0,2.0,2,40.0
847,Lingadheeranahalli,1519.0,3.0,1.0,3,93.0
848,Dommasandra,1267.0,3.0,2.0,3,56.0
849,Sanjay nagar,1150.0,2.0,3.0,2,72.2
850,Marathahalli,1146.0,2.0,1.0,2,70.0
851,other,3329.0,3.0,2.0,3,330.0
852,Electronics City Phase 1,785.0,1.0,1.0,1,55.0
853,Raja Rajeshwari Nagar,1610.0,3.0,2.0,3,74.0
854,Bellandur,921.0,2.0,2.0,2,40.0
855,Sarjapur  Road,1700.0,3.0,3.0,3,110.0
856,Sarjapur,1020.0,2.0,2.0,2,35.0
857,Billekahalli,1090.0,2.0,3.0,2,52.0
858,Haralur Road,1027.0,2.0,2.0,2,44.0
859,Doddathoguru,850.0,2.0,1.0,2,25.0
860,Harlur,1197.0,2.0,1.0,2,84.0
861,other,3500.0,3.0,3.0,4,450.0
862,Poorna Pragna Layout,920.0,2.0,2.0,2,39.55
863,Raja Rajeshwari Nagar,1105.0,2.0,1.0,2,65.0
864,Judicial Layout,1300.0,3.0,1.0,3,64.0
865,Kodihalli,3073.0,5.0,2.0,4,696.0
866,Horamavu Agara,755.0,2.0,1.0,2,37.49
867,Nagasandra,4050.0,5.0,2.0,5,140.0
868,Bannerghatta Road,1215.0,2.0,0.0,2,50.0
869,Banashankari Stage III,1145.0,2.0,3.0,2,58.4
870,Bannerghatta Road,1654.0,3.0,2.0,3,100.0
871,NGR Layout,1105.0,2.0,1.0,2,52.48
872,Devanahalli,1010.0,2.0,1.0,2,51.0
873,other,1535.0,3.0,1.0,3,95.0
874,Anekal,620.0,2.0,1.0,2,22.0
875,Horamavu Agara,982.0,2.0,1.0,2,47.65
876,Banashankari Stage II,1700.0,2.0,2.0,2,150.0
877,JP Nagar,2500.0,3.0,2.0,3,135.0
878,Yelahanka New Town,440.0,1.0,1.0,1,16.5
879,Yelahanka,1614.0,3.0,2.0,3,95.0
880,Neeladri Nagar,1363.0,2.0,2.0,2,68.0
881,Kogilu,650.0,2.0,0.0,2,28.0
882,Horamavu Banaswadi,1156.0,2.0,2.0,2,46.0
883,KR Puram,1200.0,2.0,0.0,2,90.0
884,other,700.0,1.0,0.0,1,150.0
885,Kadugodi,1890.0,4.0,3.0,3,127.0
886,other,2197.0,4.0,3.0,3,280.0
887,Hebbal Kempapura,3522.0,3.0,2.0,3,380.0
888,HRBR Layout,1440.0,2.0,2.0,2,98.0
889,Kodichikkanahalli,650.0,1.0,2.0,1,38.0
890,Budigere,764.0,1.0,1.0,1,32.0
891,Thigalarapalya,1200.0,2.0,1.0,2,65.0
892,Begur Road,1200.0,2.0,2.0,2,43.2
893,Kasturi Nagar,1080.0,2.0,2.0,2,80.0
894,Akshaya Nagar,1360.0,2.0,2.0,3,85.0
895,Jakkur,1865.0,3.0,1.0,3,124.0
896,Sarjapur  Road,1157.0,2.0,1.0,3,75.0
897,Kammasandra,674.0,2.0,1.0,2,29.0
898,Whitefield,1405.0,2.0,1.0,3,78.0
899,Begur Road,1160.0,2.0,2.0,2,44.08
900,other,1600.0,3.0,1.0,4,172.0
901,Hebbal,1790.0,3.0,2.0,3,127.0
902,Electronic City,1128.0,2.0,1.0,2,65.65
903,Panathur,1180.0,2.0,1.0,2,70.0
904,other,1450.0,2.0,2.0,3,85.0
905,Kengeri,340.0,1.0,1.0,1,10.0
906,other,2000.0,3.0,1.0,4,166.0
907,Rachenahalli,1050.0,2.0,2.0,2,53.5
908,Varthur,1125.0,2.0,2.0,2,40.0
909,Vittasandra,1246.0,2.0,1.0,2,68.0
910,HSR Layout,1372.0,2.0,1.0,2,61.0
911,Uttarahalli,1330.0,2.0,1.0,3,56.0
912,Dasarahalli,1300.0,2.0,3.0,2,55.0
913,other,1420.0,1.0,0.0,2,220.0
914,Channasandra,1065.0,2.0,1.0,2,35.0
915,Hebbal,687.325,2.0,0.0,2,42.72
916,Uttarahalli,1200.0,2.0,2.0,2,44.0
917,other,1756.0,3.0,3.0,3,100.0
918,Yelahanka,628.0,1.0,1.0,1,24.0
919,5th Phase JP Nagar,1207.0,2.0,2.0,2,63.0
920,Kalena Agrahara,1765.0,3.0,1.0,3,125.0
921,other,1532.0,3.0,3.0,3,92.0
922,other,1650.0,3.0,0.0,3,110.0
923,Horamavu Banaswadi,1200.0,4.0,2.0,4,105.0
924,Bhoganhalli,804.1,2.0,1.0,2,69.09
925,Doddathoguru,1200.0,2.0,2.0,2,75.0
926,Kengeri,1197.0,2.0,2.0,2,50.0
927,other,1010.0,2.0,3.0,2,148.0
928,Whitefield,2225.0,3.0,3.0,3,115.0
929,other,1525.0,2.0,3.0,3,122.0
930,Ananth Nagar,1100.0,2.0,2.0,2,31.5
931,Attibele,400.0,1.0,1.0,1,14.0
932,Dommasandra,1200.0,2.0,2.0,2,50.0
933,Whitefield,1272.0,2.0,1.0,2,95.05
934,Kalena Agrahara,980.0,2.0,1.0,2,40.0
935,Malleshpalya,1225.0,2.0,2.0,2,46.86
936,Ramagondanahalli,1610.0,2.0,2.0,3,111.0
937,Jalahalli,1694.0,2.0,2.0,2,125.0
938,Kaggalipura,950.0,2.0,1.0,2,39.0
939,Chandapura,1500.0,2.0,1.0,2,60.0
940,Raja Rajeshwari Nagar,1258.0,2.0,1.0,2,63.53
941,Thigalarapalya,1297.0,2.0,2.0,2,112.0
942,Kundalahalli,1291.0,2.0,3.0,2,49.0
943,Varthur,1012.0,2.0,1.0,2,66.5
944,Mahadevpura,1260.0,2.0,3.0,2,57.6
945,Sarjapur  Road,1282.0,2.0,2.0,2,72.0
946,EPIP Zone,1330.0,2.0,1.0,2,86.98
947,Konanakunte,1400.0,2.0,1.0,3,73.0
948,Whitefield,1192.0,2.0,1.0,2,71.0
949,other,1000.0,2.0,1.0,2,130.0
950,Thigalarapalya,1297.0,2.0,2.0,2,103.0
951,Sarjapur  Road,615.0,1.0,0.0,1,17.835
952,Rayasandra,1373.0,3.0,2.0,3,72.0
953,7th Phase JP Nagar,1035.0,2.0,1.0,2,41.39
954,Doddakallasandra,1010.0,2.0,1.0,2,40.39
955,Sarjapur,1195.0,2.0,1.0,2,42.0
956,HSR Layout,1750.0,3.0,2.0,3,95.0
957,Malleshpalya,1052.0,2.0,2.0,2,50.0
958,Horamavu Banaswadi,1180.0,2.0,2.0,2,58.0
959,Padmanabhanagar,3680.0,4.0,2.0,5,440.0
960,Raja Rajeshwari Nagar,1128.0,2.0,2.0,2,38.24
961,Ulsoor,2700.0,3.0,1.0,3,450.0
962,JP Nagar,1120.0,2.0,2.0,2,33.6
963,Kanakapura,1090.0,2.0,2.0,2,32.69
964,Yelahanka,2710.0,3.0,1.0,3,251.0
965,Banjara Layout,1294.0,2.0,2.0,3,48.0
966,Begur,1580.0,3.0,2.0,3,75.0
967,Chikka Tirupathi,1808.0,4.0,2.0,3,80.27
968,Rajaji Nagar,3516.0,4.0,3.0,4,540.0
969,Parappana Agrahara,1194.0,2.0,2.0,2,47.0
970,Yelachenahalli,2400.0,1.0,1.0,2,150.0
971,Koramangala,1290.0,2.0,3.0,2,100.0
972,Yelahanka,3770.0,6.0,3.0,6,110.0
973,other,1390.0,3.0,1.0,3,120.0
974,Bisuvanahalli,845.0,2.0,1.0,2,33.0
975,Yelahanka,1537.0,3.0,3.0,3,120.0
976,Hebbal,1985.0,4.0,2.0,3,189.0
977,Sarjapur,1200.0,5.0,2.0,4,110.0
978,Ardendale,3198.0,4.0,3.0,4,200.0
979,Hebbal,2483.0,5.0,2.0,4,215.0
980,Begur,1550.0,4.0,2.0,4,130.0
981,Sarjapur  Road,4111.0,4.0,1.0,4,310.0
982,other,2500.0,3.0,1.0,3,250.0
983,Rajiv Nagar,1690.0,3.0,1.0,3,125.0
984,Hosa Road,1063.0,2.0,1.0,2,31.89
985,Cooke Town,2572.0,3.0,3.0,3,390.0
986,Bommanahalli,520.0,1.0,0.0,1,19.5
987,Munnekollal,1390.0,3.0,2.0,3,68.0
988,Sahakara Nagar,1219.0,2.0,2.0,2,48.0
989,Kudlu Gate,1564.0,2.0,1.0,3,92.0
990,Hosa Road,1100.0,2.0,2.0,2,37.1
991,Kothannur,1300.0,2.0,0.0,3,60.0
992,Chikkabanavar,1600.0,2.0,0.0,3,80.0
993,Hennur Road,1482.0,2.0,1.0,3,92.0
994,Marsur,1000.0,4.0,3.0,3,66.0
